date,F,T,r,atm_iv,alpha,nu,rho,iv_rmse,warn_code,implied_variance,implied_skew,implied_kurtosis
2024-07-24,71.22,1.1506849315068493,0.053399999999999996,0.2536736733107194,0.2721157069719117,0.5000517470715251,-0.30007691496898314,1.0381681198046167e-07,,0.08371114745975489,-0.5164929968601631,3.8682147671975335
2024-07-25,71.52,1.1479452054794521,0.0535,0.2538754405116207,0.27200774447371395,0.5000524198334062,-0.3000782294265962,4.739601600078913e-09,,0.08364586249388559,-0.5166052322228109,3.8688050705722072
2024-07-26,70.93,1.1452054794520548,0.0535,0.2526993389202234,0.2704243624142957,0.5000637075529516,-0.30010095827458716,2.8654158851226796e-08,,0.08269066071803588,-0.5182408555098076,3.8774394159247167
2024-07-29,70.35,1.1369863013698631,0.0533,0.2526429998318756,0.269392118474373,0.5000719064738184,-0.30011802586105263,1.8748177788019404e-08,,0.08207021147133527,-0.5192943894268491,3.883041745481612
2024-07-30,69.84,1.1342465753424658,0.0533,0.2553858275417519,0.27198849319134943,0.500049597580505,-0.30007003045703856,1.1435083258071188e-07,,0.08363401408301664,-0.5166114310657554,3.868895359080009
2024-07-31,71.63,1.1315068493150684,0.0538,0.2579040005026849,0.2743384448375306,0.5000354370209676,-0.3000425184477619,0.0003146977048751008,,0.08505922846684309,-0.5141392418068012,3.8559937788574277
2024-08-01,70.81,1.1287671232876713,0.0535,0.25913813194204594,0.27531729853091746,0.5000283805881842,-0.3000282897510972,0.0002979246071804898,,0.08565541676855154,-0.5130853168479724,3.8505808259211034
2024-08-02,68.45,1.126027397260274,0.0535,0.2680500074553063,0.28443975922966847,0.499935110415737,-0.2998096648233265,0.00022272729840862147,,0.09128044314135215,-0.5026011525576801,3.7991973141548816
2024-08-05,68.47,1.1178082191780823,0.053200000000000004,0.2764358109034991,0.29226576890253364,0.49985431801829455,-0.29962312237148886,0.0002646638481476388,,0.09620279844702334,-0.4928955066231604,3.754230792689769
2024-08-06,68.25,1.115068493150685,0.0533,0.2738905577184255,0.2892196743254485,0.4998871529431073,-0.2996985827423085,0.00023404042825475867,,0.09427680852313648,-0.49675228566401874,3.7718133806834215
2024-08-07,69.38,1.1123287671232878,0.0533,0.2749974609142408,0.2900315666559368,0.49987962637635536,-0.2996823684287265,0.0002202918389806288,,0.09478900916749958,-0.49573923659088814,3.7671403971829975
2024-08-08,70.2,1.1095890410958904,0.053399999999999996,0.2756407191201272,0.2903517538180748,0.4998770696809914,-0.29967715351054175,0.0002411197517877789,,0.09499128744697302,-0.4953396978860936,3.7652973609476224
2024-08-09,70.62,1.106849315068493,0.053399999999999996,0.2703612342575606,0.28443869062132143,0.49992276332839297,-0.299769440036801,0.0002551328852926223,,0.09127878092926937,-0.5025409277351995,3.7991472238894493
2024-08-12,72.37,1.0986301369863014,0.053399999999999996,0.2709869953439479,0.2840365334878349,0.49992482529116894,-0.2997733205229062,0.00017425475367878964,,0.09102803475255422,-0.5030133138329059,3.8014298156369573
2024-08-13,71.25,1.095890410958904,0.053399999999999996,0.27126027439775635,0.28396823373634267,0.49992538130034586,-0.2997744707885921,0.00024232786189072567,,0.0909854866881778,-0.5030941695931884,3.8018180786072677
2024-08-14,70.84,1.093150684931507,0.0533,0.2735590650864294,0.28601652540768296,0.49991046638137926,-0.299744499160638,0.00022906930369382436,,0.09226455646985313,-0.5006547679660655,3.790154553281954
2024-08-15,71.55,1.0904109589041096,0.0535,0.2710395931215907,0.2830269820804299,0.49992931191842216,-0.2997810569747028,0.0002630265417771741,,0.09039956790987065,-0.5041882336918327,3.807146863088486
2024-08-16,70.51,1.0876712328767124,0.053200000000000004,0.2717955177338092,0.2834595618701251,0.49992604213109454,-0.2997744414193543,0.00026792934087298666,,0.0906685843880337,-0.5036807897149455,3.804693478856932
2024-08-19,69.47,1.0794520547945206,0.053200000000000004,0.27320532880419873,0.28385127190268644,0.4999225106372376,-0.29976687354388154,0.00021733780489245342,,0.09091238015639394,-0.5032170328437253,3.802467192918089
2024-08-20,68.82,1.0767123287671232,0.053200000000000004,0.2725339889897795,0.28279421161942353,0.499933162384287,-0.2997909012227627,0.0002377953084315407,,0.09025508365399346,-0.5044702526140972,3.8084753008533556
2024-08-21,68.05,1.073972602739726,0.053099999999999994,0.27570186145064174,0.2857171435426895,0.499901691966982,-0.29971649417441576,0.0002066882146558252,,0.0920763964517088,-0.5009639049915596,3.791815890399773
2024-08-22,68.66,1.0712328767123287,0.053099999999999994,0.27538382956252727,0.2850233114789636,0.49990883182223506,-0.29973274068435957,0.00019424264092234502,,0.09164290648946218,-0.5018024134809339,3.7957787069378472
2024-08-23,69.97,1.0684931506849316,0.0533,0.27286508769246975,0.28205502655475595,0.4999343991989382,-0.2997864873446275,0.00021870530680221146,,0.0897959122262488,-0.505306986903514,3.8126374425804155
2024-08-26,71.24,1.0602739726027397,0.053399999999999996,0.2690527098080595,0.27704251478051667,0.4999682786832383,-0.29985321329286824,0.0001899150283050538,,0.0867061937401768,-0.5109636826445957,3.8407588547768907
2024-08-27,70.19,1.0575342465753426,0.0535,0.2693706548627453,0.2770113107065027,0.4999686054966657,-0.29985396021811395,0.00019948265097168203,,0.0866870884686816,-0.5109985302361899,3.840933107224404
2024-08-28,69.33,1.0547945205479452,0.0535,0.27172698907074566,0.2790722854605288,0.4999494946864364,-0.29981195209118777,0.00024130697955389557,,0.08795237169110133,-0.5086846242310518,3.829399050262031
2024-08-29,70.24,1.0520547945205478,0.0533,0.27394760289608416,0.28098729570503295,0.49993397126636296,-0.29977962956290083,0.00024533828936141124,,0.0891340252651632,-0.5065020187232747,3.8186283467233983
2024-08-30,68.92,1.0493150684931507,0.053200000000000004,0.27376991203849477,0.2804391687731181,0.49993944444317356,-0.29979199780298865,0.0002295713034075497,,0.08879531621947508,-0.5071358486416158,3.8217220431382506
2024-09-03,66.71,1.0383561643835617,0.053399999999999996,0.27875281722625955,0.2840484593486151,0.49989634007323847,-0.29968033459491833,0.0002557096256833528,,0.09103317401486159,-0.5028573078518793,3.801232024997836
2024-09-04,66.22,1.0356164383561643,0.0535,0.28186969151049157,0.2868453723641661,0.49986176226510814,-0.2995881734241513,0.0001835884289331171,,0.09278030137183174,-0.49943792549360183,3.7852292859251944
2024-09-05,66.66,1.0328767123287672,0.0535,0.2757489857203767,0.2802451895078339,0.4999417296408793,-0.29979387341406194,0.00020928560502679732,,0.08867552546873628,-0.5073565495278948,3.822814873422529
2024-09-06,65.45,1.0301369863013699,0.053399999999999996,0.2754543042411917,0.2795741758146928,0.49995026513678437,-0.2998183011531388,0.00017527125789661296,,0.08826189350665772,-0.5081399072352389,3.826604928155909
2024-09-09,65.7,1.021917808219178,0.053399999999999996,0.2739564997297841,0.27694248983421593,0.4999833449590601,-0.29991106081422625,0.0002170972609815447,,0.08664621813172826,-0.5111593586543276,3.841395546291806
2024-09-10,63.63,1.0191780821917809,0.0533,0.2827879782535912,0.2854867658562066,0.49987186774142944,-0.299533982787247,0.000106189573036609,,0.0919283960975356,-0.500980595449255,3.7929354181584682
2024-09-11,64.77,1.0164383561643835,0.053200000000000004,0.27919300160735344,0.28147838490390403,0.4999245345669426,-0.29969083959011106,0.00017981254267894083,,0.08943647421231918,-0.5058297767290962,3.8157877622300793
2024-09-12,66.01,1.0136986301369864,0.0533,0.2778727541550689,0.27976951852354764,0.49994579240807946,-0.299748803215725,0.0001553408490402275,,0.08838116705654327,-0.5078320129164786,3.825452793528378
2024-09-13,65.47,1.010958904109589,0.0533,0.27627973005891004,0.2777894665995437,0.4999709048928306,-0.2998204915263791,0.00016689464709990424,,0.08716401230307755,-0.5101175652111335,3.8365984888410276
2024-09-16,66.43,1.0027397260273974,0.0538,0.2791152756672992,0.2794973638347742,0.4999502788736433,-0.29976568417983274,0.00016611623461475311,,0.08821365875242874,-0.5081585961936986,3.826996173392671
2024-09-17,67.11,1.0,0.0538,0.2918626012987352,0.2918626012987352,0.6023294290837808,-0.6154437840152406,3.0213257194161507e-05,,0.10347073096268534,-0.9636549206268179,4.2396950718556115
2024-09-18,67.01,0.9972602739726028,0.0533,0.29360057580780974,0.29319810738583774,0.6022729210944843,-0.6153729181046932,0.00042540233401479343,,0.10430368633286065,-0.959697060426107,4.223146234132029
2024-09-19,67.71,0.9945205479452055,0.0482,0.2890763140941132,0.2882832362922163,0.6390278009364381,-0.6626923040298681,2.538460087085658e-05,,0.10263836822660852,-1.0671459343329155,4.427176815295874
2024-09-20,67.63,0.9917808219178083,0.0483,0.2871604040720151,0.28597785791950137,0.6171695856071554,-0.6348658115817751,1.144223715998972e-05,,0.10040300871444621,-1.0189109145756807,4.37187722787126
2024-09-23,67.39,0.9835616438356164,0.0483,0.28649050081884,0.28412602709387863,0.6172134530002261,-0.6349172865305529,8.693887166971232e-05,,0.09926161779848428,-1.02455683683492,4.396694557122798
2024-09-24,68.41,0.9808219178082191,0.0484,0.28522123066206195,0.2824729922863833,0.5988970865214532,-0.6124154530657786,5.729033587751629e-05,,0.09750458122988702,-0.9831121656034882,4.345457880677591
2024-09-25,67.32,0.9780821917808219,0.0484,0.29005831870144344,0.2868619862157153,0.5987958697007943,-0.6122952902294816,7.622828604131321e-05,,0.10022643619278677,-0.9704394271041858,4.289750608576033
2024-09-26,66.08,0.9753424657534246,0.0483,0.298420073029648,0.29471795774515924,0.5916788657083472,-0.5972455999573073,0.0005580558099780175,,0.10477876300420227,-0.9240505581371331,4.16273045024934
2024-09-27,66.31,0.9726027397260274,0.0484,0.293945605110503,0.2898909887750761,0.5685120182952655,-0.550000495241209,0.0006924469885943208,,0.100514568295725,-0.859163542200203,4.11831100163589
2024-09-30,66.54,0.9643835616438357,0.0496,0.2929418547585681,0.2876777851962361,0.5701272410360093,-0.5518965936884083,0.0012758218914533874,,0.09918832957173564,-0.8686053605838611,4.147982361367243
2024-10-01,67.64,0.9616438356164384,0.050499999999999996,0.2971131120606002,0.29135933976428163,0.6212482617191011,-0.6334090428711263,0.0004548119521289514,,0.1038093675924985,-1.005795107763257,4.3096955115883375
2024-10-02,67.77,0.958904109589041,0.0492,0.3045637591250083,0.29823994743740273,0.609722124063814,-0.6119860702142346,0.0008612552404144745,,0.10758993253680392,-0.9497169879121073,4.175749889882995
2024-10-03,70.31,0.9561643835616438,0.048499999999999995,0.3131054830023991,0.3061659956990464,0.6372656749938417,-0.6462962955485546,0.00044772493633910996,,0.11347116376849878,-0.9920304359161766,4.1718393926852135
2024-10-04,70.03,0.9534246575342465,0.0483,0.3008615833180686,0.2937716797068724,0.5799058760824657,-0.5670026383471463,0.0005980475282989372,,0.10349416136626895,-0.8806701423914451,4.118212117496375
2024-10-07,72.29,0.9452054794520548,0.0483,0.30160706559371164,0.29322745201960504,0.6468133282644073,-0.6435121205130441,0.0006199923807644379,,0.10562160146481578,-1.0390957861308416,4.35613760627865
2024-10-08,70.24,0.9424657534246575,0.0484,0.29964900275552003,0.2909012756755084,0.6324335887952651,-0.6192288767432216,0.0007476414838094788,,0.10360254789586792,-1.0038159131535362,4.326547588160379
2024-10-09,69.6,0.9397260273972603,0.0483,0.3024640632642601,0.2932070509778892,0.6048171296701306,-0.5769232161873002,0.0008280587461283578,,0.10387725168923653,-0.9202191384084055,4.190790883569445
2024-10-10,71.23,0.936986301369863,0.0482,0.3067140880555325,0.29689326470817684,0.6047585054188432,-0.5768457721449302,0.0005515732358068952,,0.10619334479884694,-0.909875708852963,4.14766523554815
2024-10-11,71.23,0.9342465753424658,0.0481,0.3068848232002863,0.2966239189698596,0.6203602400320204,-0.5914777214598238,0.000893442145654999,,0.10656174228770723,-0.9432452155713544,4.199020910351045
2024-10-14,70.32,0.9260273972602739,0.0481,0.31482548734975707,0.30295756549881714,0.6202346799007447,-0.5913099891325666,0.0007919116019581125,,0.11053333061025418,-0.9247313627908653,4.123695555547654
2024-10-15,67.72,0.9232876712328767,0.048600000000000004,0.30650123290089343,0.29451047354174953,0.6050006396369649,-0.5605824114197975,0.0006901782063108807,,0.10448492425060586,-0.8985669109351119,4.160624600993335
2024-10-16,67.35,0.9205479452054794,0.048600000000000004,0.3057706182961555,0.29337220017721677,0.6050316380353364,-0.5606268228317354,0.000684671871651067,,0.1037700119903798,-0.901745748263675,4.173825811349892
2024-10-17,67.65,0.9178082191780822,0.048499999999999995,0.3041406891750351,0.2913737993785899,0.600813160989191,-0.547749931094876,0.0008846805669405457,,0.10223593345182865,-0.8880715505134182,4.174986928722097
2024-10-18,66.69,0.915068493150685,0.0484,0.3036571546680652,0.2904760427821566,0.5771565534996856,-0.4930865543096902,0.0010036556869988005,,0.10028272653401556,-0.8025119406142032,4.080939025994131
2024-10-21,67.67,0.9068493150684932,0.0482,0.30351417126075375,0.28903240593623264,0.5959339035198951,-0.5244412853937789,0.0008055064708716241,,0.10031397743644443,-0.8622266806888187,4.16801109239013
2024-10-22,69.05,0.9041095890410958,0.0483,0.3074775570733967,0.2923640434494081,0.5958706764128396,-0.5243436526565026,0.0007151327954843339,,0.10240979086613276,-0.8535301308289011,4.1311866699622595
2024-10-23,68.26,0.9013698630136986,0.0483,0.30948641250172765,0.29382794892626773,0.5958384486892393,-0.5242910883641874,0.000997879022285092,,0.10333308941343362,-0.8496853180610889,4.115156429182171
2024-10-24,67.96,0.8986301369863013,0.0483,0.3100027117572488,0.29387049363350565,0.5958393701398055,-0.5242908256185074,0.000880642402780452,,0.10336001017958459,-0.8495768843299291,4.114697356451165
2024-10-25,69.19,0.8958904109589041,0.0483,0.31376813668622566,0.2969862090661512,0.6095635329846193,-0.540871696875971,0.0012567532154895973,,0.10588930791442334,-0.8743454074167596,4.12496895897195
2024-10-28,65.59,0.8876712328767123,0.0482,0.3063059776380668,0.28859017739066495,0.6055938274452516,-0.5164678043415379,0.0009833643281359245,,0.1001644180108007,-0.8641966789050053,4.18789843512347
2024-10-29,65.44,0.8849315068493151,0.0482,0.3080576334173695,0.2897922745818255,0.617520026926926,-0.537742824151697,0.0009026260715876244,,0.10151188396606796,-0.8983290322820013,4.222009498266705
2024-10-30,66.58,0.8821917808219178,0.0481,0.3008507818116284,0.2825742919366012,0.6103767505278742,-0.5118740003461758,0.0007840164406649992,,0.09645880041026011,-0.8792313987240133,4.2630035741513215
2024-10-31,66.99,0.8794520547945206,0.049,0.3013073809141793,0.28256336533462895,0.6277629706833447,-0.5425222144095134,0.0009385052416986127,,0.09732671917077688,-0.9345364979156322,4.3381124630635215
2024-11-01,67.32,0.8767123287671232,0.048600000000000004,0.3029674883196952,0.28367729916853934,0.617754407329138,-0.511094382429276,0.001474517443095471,,0.09732066690150437,-0.8832080101176296,4.267404483729581
2024-11-04,68.64,0.8684931506849315,0.0482,0.31254307324987407,0.29126820350315147,0.6176032691747031,-0.5108345959942979,0.001506030510972385,,0.10206114021663502,-0.8628605130625406,4.180139766602723
2024-11-05,68.95,0.8657534246575342,0.0482,0.31008565049326153,0.2885218966207563,0.6118271239215327,-0.488888170736397,0.0009611674923557347,,0.09987410130759848,-0.837907614987236,4.177568521343989
2024-11-06,68.8,0.863013698630137,0.0481,0.3115815173132455,0.2894546511827554,0.6118090786110709,-0.48885585091367617,0.00022487549047000194,,0.10045910312766833,-0.8355018717351227,4.167333414452647
2024-11-07,69.48,0.8602739726027397,0.0482,0.31053239819770023,0.2880217661283597,0.6061350114106778,-0.4685175473494306,0.0008019661889082527,,0.09910980851286492,-0.8087495661922967,4.151641200668185
2024-11-08,68.32,0.8575342465753425,0.046,0.30829339890819185,0.2854893832473827,0.6061823006712099,-0.46860361281783286,0.0007756780072380403,,0.09752339086138759,-0.8149986376080233,4.178585915019913
2024-11-11,66.7,0.8493150684931506,0.046,0.30851428461933833,0.2843214936169846,0.5999061373955276,-0.42806655436937036,0.0011477840293418428,,0.09599498976369102,-0.7609713337824313,4.139441439939478
2024-11-12,66.61,0.8465753424657534,0.046,0.3059880916352855,0.2815382018740589,0.5999585516614157,-0.42818052475399326,0.0013735158807301113,,0.09425909047473273,-0.7672888969387837,4.167296798974106
2024-11-13,66.66,0.8438356164383561,0.045899999999999996,0.30593624777351813,0.28103464522024785,0.6083396808841541,-0.4419110314532058,0.0007560511309787138,,0.09438246267314682,-0.7942791095615892,4.205758493775935
2024-11-14,66.79,0.8410958904109589,0.0458,0.3013534013656406,0.27637506212458673,0.6054920550474199,-0.4094679120942508,0.0011496499802205356,,0.09089900672220494,-0.7597010159256747,4.21489339849085
2024-11-15,65.54,0.8383561643835616,0.045700000000000005,0.30279476511882114,0.2772443111992613,0.6035188425574796,-0.3763080587642019,0.001142642232138068,,0.09083840656772274,-0.711896221230021,4.170467758831378
2024-11-18,67.57,0.8301369863013699,0.045700000000000005,0.3015478213101501,0.27474580942959576,0.6251924681614306,-0.44908578528624116,0.0010027614819530007,,0.09104224622228319,-0.8352992753505023,4.323206738028388
2024-11-19,67.71,0.8273972602739726,0.045700000000000005,0.30287648774490156,0.2755006321364283,1.0709555235071682,-0.38137284282410755,0.00010614489855685268,,0.0991750750534863,-1.056742048975867,5.262497340625472
2024-11-20,67.29,0.8246575342465754,0.045599999999999995,0.3030179934448208,0.2751726293022626,1.07125114561577,-0.3911764148490603,0.00015025022574196727,,0.09908936466987117,-1.0753090007423356,5.278670010365506
2024-11-21,68.03,0.821917808219178,0.045700000000000005,0.30363925321935986,0.27527838377129193,1.0712502162537683,-0.39116949431645975,0.00014763630578853838,,0.09914827290992284,-1.0748742788160517,5.27679148057724
2024-11-22,68.8,0.8191780821917808,0.045700000000000005,0.30445932864454756,0.27556144111045533,1.0712472683936707,-0.3911499761025498,0.0002530233693679036,,0.09930593163905742,-1.0737095342992684,5.271769181545855
2024-11-25,67.02,0.810958904109589,0.0458,0.3094173985978777,0.27864044421353346,1.0712234549994715,-0.39095754806835925,0.0001954301774296688,,0.10102137381376664,-1.061152282911668,5.217889404277549
2024-11-26,66.99,0.8082191780821918,0.0458,0.31044242536222694,0.2790908790080905,1.0712196153817077,-0.3909277586949769,0.0001935954437085169,,0.10127233421675946,-1.0593235550311162,5.210113215598244
2024-11-27,66.76,0.8054794520547945,0.045700000000000005,0.30961676155305345,0.2778764211194812,1.0698365370708791,-0.40952132958404086,0.00014346755796153577,,0.10073774015946428,-1.095478561170503,5.2473178735598855
2024-11-29,66.3,0.8,0.045899999999999996,0.3087645407293657,0.2761674008449457,1.0698521135212142,-0.4096563511974338,0.0003377983951511045,,0.0997896796436136,-1.102620619441908,5.2776601572735276
2024-12-02,66.39,0.7917808219178082,0.0464,0.3060073883514531,0.2722916988392575,1.0686119308044977,-0.4207313338808956,0.00032978873523508605,,0.0977175246767099,-1.1369718402856088,5.357912997092596
2024-12-03,67.76,0.7890410958904109,0.0464,0.30123644857675774,0.2675822680301991,1.0681820732950231,-0.4329890939502365,0.0002805872781768362,,0.09521125096247149,-1.1777772498776977,5.461411835901925
2024-12-04,66.58,0.7863013698630137,0.045899999999999996,0.3006302019266755,0.2665797305755164,1.068174781729006,-0.4353290573611192,0.00016517284423103162,,0.09467786382189182,-1.1861212900500795,5.4840060800271715
2024-12-05,66.41,0.7835616438356164,0.045899999999999996,0.2962573026872794,0.26224405326255845,1.0690863347016573,-0.4397890115087309,0.0003548885645869456,,0.09233907414181163,-1.2131752680457015,5.578608386039997
2024-12-06,65.9,0.7808219178082192,0.046,0.2947557559657345,0.2604583545043449,1.069405397173432,-0.43478236203147463,0.00014914298354484342,,0.09131327201762897,-1.2123564209123046,5.608574921738048
2024-12-09,66.85,0.7726027397260274,0.0463,0.29013913408626957,0.2550259843338512,1.0694566773644176,-0.4351974699625021,0.00018562763540667183,,0.08832574208211863,-1.2370745212105883,5.723301038889703
2024-12-10,66.95,0.7698630136986301,0.0464,0.2906447327821144,0.2550170306158741,1.0694557242268845,-0.43517116860865157,0.00044791352577588245,,0.08832053147073406,-1.237066809378304,5.723450493495862
2024-12-11,67.9,0.7671232876712328,0.0462,0.2900629543653346,0.2540533052610903,1.0685497420668162,-0.4038000336757304,8.891518542157146e-05,,0.0874343256823719,-1.1841438729745926,5.695727499510501
2024-12-12,67.94,0.7643835616438356,0.0462,0.29737934365841534,0.25999588118805045,1.0685070766562272,-0.4033980933455002,0.0005466639404063295,,0.09072636202918977,-1.1579458336535637,5.572900695142571
2024-12-13,68.64,0.7616438356164383,0.046,0.2957364292308487,0.2580957127847992,1.06980620674632,-0.3588137448843864,0.0002765964615780202,,0.08916056693226826,-1.0852039569070415,5.559672152403572
2024-12-16,68.15,0.7534246575342466,0.04650000000000001,0.29583990813542616,0.25678915231502264,1.068695467789898,-0.3794728189750921,0.0001535021990554983,,0.08867041582599099,-1.1280784970376734,5.6075339658695835
2024-12-17,67.59,0.7506849315068493,0.0462,0.2983199936302887,0.2584706352854939,1.0663703268302391,-0.41011302195180394,0.0002591605383246811,,0.08992047524177782,-1.1752753224577925,5.607788654537626
2024-12-18,67.6,0.7479452054794521,0.045700000000000005,0.30016907827432826,0.25959770154180334,1.0656758177072747,-0.3987801904308482,0.00033965933331026434,,0.09041211953524664,-1.149705314650358,5.568465990223528
2024-12-19,66.91,0.7452054794520548,0.043,0.3008885353412755,0.2597428850415876,1.0656738985998235,-0.39877348404945556,0.0003221959103796072,,0.09049278738173687,-1.149079974398764,5.565546432691796
2024-12-20,66.98,0.7424657534246575,0.043,0.30435706146096914,0.2622536827555163,1.0656561448994488,-0.3985707320756885,0.00021402622053963205,,0.0918877137573177,-1.1381635028160912,5.515509584417547
2024-12-23,66.9,0.7342465753424657,0.0431,0.3057899795611503,0.26202589597423814,1.0656575303107365,-0.39858431311938025,0.00022826462177041353,,0.0917610624104041,-1.1391415646757195,5.520001539127926
2024-12-24,67.55,0.7315068493150685,0.044000000000000004,0.30670614433383686,0.2623201638151274,1.0650978380769318,-0.3933421735179766,0.0003081285380993807,,0.09185947797966426,-1.1282073120372509,5.506545650307533
2024-12-26,67.23,0.726027397260274,0.0453,0.3057540730648875,0.26052461086845663,1.0640528013369208,-0.3995005900180057,0.00034361899207373947,,0.09091153261546762,-1.146171437333892,5.547189030461229
2024-12-27,67.87,0.7232876712328767,0.0446,0.3016386646327334,0.25653258692503517,1.0640835135254005,-0.39974199089347484,0.00029265297725733117,,0.08869394112369124,-1.163510084551222,5.628194659766006
2024-12-30,68.19,0.7150684931506849,0.0437,0.2990575619670119,0.25288822600779265,1.06274335006124,-0.38263491235252295,0.00027456913394892314,,0.08643874051107607,-1.1468342299117231,5.677540911616216
2024-12-31,68.81,0.7123287671232876,0.0449,0.29491518040600784,0.24890714858343174,1.0615999973766517,-0.38769070670365263,0.0003869985876135053,,0.08426838590574967,-1.1724359113191516,5.765884846336113
2025-01-02,69.64,0.7068493150684931,0.044000000000000004,0.2928650185234063,0.24622430536289966,1.0609766002422807,-0.3836494102705773,0.00019495846980194858,,0.08271502482555652,-1.1759701140409762,5.81670083735099
2025-01-03,70.14,0.7041095890410959,0.0431,0.2897501897459158,0.24313297180171148,1.05741820548354,-0.36220414507103194,0.0002960498327915766,,0.08063991514296741,-1.1460187346291726,5.844412963430801
2025-01-06,70.11,0.6958904109589041,0.042699999999999995,0.2883843189579209,0.2405703321355445,1.0576006533746225,-0.37022911800069097,0.00016786025819017444,,0.07933346560040015,-1.1724039716717816,5.913474088263947
2025-01-07,70.5,0.6931506849315069,0.042699999999999995,0.2841392876936252,0.23656207217622693,1.0561031826154217,-0.3603871736637367,0.00021714611821326474,,0.07694316938195357,-1.1691978824699467,5.985124451862786
2025-01-08,69.85,0.6904109589041096,0.0429,0.2900788517574336,0.24102933681330566,1.0560814188422973,-0.36019693606904046,0.00031636659303210785,,0.07941708604799529,-1.1500887373747835,5.884334474242525
2025-01-09,70.19,0.6876712328767123,0.043,0.28608834926644794,0.2372414667263776,1.0550694089035264,-0.352987803379336,0.00021165030415845517,,0.07719041089792435,-1.1510920402000953,5.955485907891755
2025-01-10,71.39,0.684931506849315,0.043,0.2956602119393748,0.24469013242645068,1.049542382137173,-0.31617952146602807,0.00019709259850141268,,0.08067497271757385,-1.0452161768105996,5.73118698631725
2025-01-13,70.97,0.6767123287671233,0.0429,0.2987506012961281,0.24575979295068742,1.0502358163973966,-0.33883367348081883,0.00029629951749407583,,0.08163352951745156,-1.0858092339786238,5.7387789566299405
2025-01-14,71.08,0.673972602739726,0.042800000000000005,0.2906505002072053,0.23861195336058302,1.0502597841855508,-0.33905141280465373,0.0003265077027773809,,0.0776488756988415,-1.1148441180452426,5.89168729602977
2025-01-15,72.01,0.6712328767123288,0.042800000000000005,0.2861378371372114,0.23442930500331158,1.0502690316036825,-0.3391471254593499,0.00033636282289848605,,0.07532921673327632,-1.1319307777375724,5.984751414320707
2025-01-16,71.3,0.6684931506849315,0.0429,0.2878472997801991,0.23534806977008027,1.0502652715315448,-0.3391192540894856,0.000335543889156885,,0.07583774741573404,-1.1281536052287746,5.964060216109916
